,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
638,638,2019-01-01 08:18:43,4873783502705038,fraud_Spencer-Runolfsson,misc_pos,14.92,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,8281ad5a3b1ae4b6ca336af656b26186,1325405923,49.36542,-121.909876,0
639,639,2019-01-01 08:19:46,341542810616333,fraud_Berge LLC,gas_transport,63.6,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,be8494e402d166aad6125ee58390903b,1325405986,39.026626,-94.047307,0
640,640,2019-01-01 08:21:04,4247921790666,fraud_Buckridge PLC,misc_pos,242.85,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,97afbe7fb9c06e55a1e8d9d7f1c1361c,1325406064,39.658571,-84.445008,0
641,641,2019-01-01 08:21:48,4067137330196900,fraud_McDermott-Weimann,grocery_pos,114.74,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,55e4db5c4a00ec306aac8a116d81a209,1325406108,33.371896,-87.515536,0
642,642,2019-01-01 08:22:57,2576709887791552,"fraud_Labadie, Treutel and Bode",shopping_net,7.72,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,3eafe2ea6f20b9bb1dacd06600171691,1325406177,32.844452000000004,-117.698985,0
643,643,2019-01-01 08:23:33,30343344410970,fraud_Huels-Hahn,gas_transport,74.09,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,3dab495c11b1e96a1da2a0b3733d3fc6,1325406213,41.597082,-78.496276,0
644,644,2019-01-01 08:23:38,4715741951931168360,"fraud_Raynor, Reinger and Hagenes",gas_transport,90.07,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,c7595e55a7b69e6fbebea096be19b0b9,1325406218,36.212811,-96.238726,0
645,645,2019-01-01 08:24:20,3576431665303017,fraud_Dach-Borer,grocery_net,66.41,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,15f6a0a1d168532d8bf679d1e35bbf55,1325406260,33.303045000000004,-111.642781,0
646,646,2019-01-01 08:24:59,5596347693144598,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,208.25,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,b98d62093fa054de0d316a81faa8e2f4,1325406299,29.476022,-89.290862,0
647,647,2019-01-01 08:27:50,30044330818990,"fraud_Schultz, Simonis and Little",grocery_pos,201.12,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,d37ae6779d0ada23e744827f7ceeb520,1325406470,26.107271,-81.923019,0
648,648,2019-01-01 08:27:50,3502088871723054,fraud_DuBuque LLC,grocery_pos,86.24,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,fea25fe424d23af3ad85f17e034102bd,1325406470,38.992865,-76.19766899999999,0
649,649,2019-01-01 08:29:02,502038091380,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,119.3,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,68dc37af3b1afb730e93e5aa769d81e0,1325406542,35.986761,-93.552055,0
650,650,2019-01-01 08:29:50,3523898249167098,fraud_Koelpin and Sons,misc_net,283.55,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,d2f60675d5d014479f40a583988f59df,1325406590,41.368933,-74.47381800000001,0
651,651,2019-01-01 08:32:11,30230540139182,fraud_Smitham-Boehm,grocery_net,43.99,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,9ba5d869c585d66586b0f4dbe694e01f,1325406731,41.811527000000005,-77.34688100000001,0
652,652,2019-01-01 08:32:34,4536996888716062123,fraud_Morar Inc,grocery_net,41.51,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,3544f27c0e2a41376767ef363ed6a445,1325406754,36.361596,-107.003424,0
653,653,2019-01-01 08:33:06,3533800906065217,fraud_Mayert Group,shopping_pos,1.28,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,128d12e82cc3ddb7078f419090279e5d,1325406786,41.186022,-98.2683,0
654,654,2019-01-01 08:33:19,30143535920989,fraud_Parisian and Sons,gas_transport,38.47,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,2c6310836536a6757be81e6ad79efb20,1325406799,39.355193,-76.173957,0
655,655,2019-01-01 08:34:31,213161231269724,"fraud_Reilly, Heaney and Cole",gas_transport,57.4,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,be5dd10a141c99331a49be68275ddd58,1325406871,33.679071,-86.385827,0
656,656,2019-01-01 08:34:47,3560697798177746,fraud_Hudson-Grady,shopping_pos,2.06,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,213ee3a1f8f1fb407104913e1a792198,1325406887,33.603798,-116.540492,0
657,657,2019-01-01 08:35:00,2252055259910912,fraud_Torphy-Goyette,shopping_pos,131.19,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,b035b7cfb911bf360f570a699c133a06,1325406900,44.680945,-90.364599,0
658,658,2019-01-01 08:35:38,6011109736646996,fraud_Corwin-Gorczany,misc_net,74.21,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,4525d34dbaf17be0bc23d2c55e4188f8,1325406938,34.597057,-78.194737,0
659,659,2019-01-01 08:36:25,3583635130604947,fraud_Bauch-Raynor,grocery_pos,206.85,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,3b548fb6d10e652752d59db100a45063,1325406985,40.814258,-74.626576,0
660,660,2019-01-01 08:36:49,3568255211412877,"fraud_Adams, Kovacek and Kuhlman",grocery_net,61.74,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,98df8d835f23695b6ef5a9b1da237044,1325407009,41.635343,-84.489492,0
661,661,2019-01-01 08:37:21,4939976756738216,"fraud_Lehner, Reichert and Mills",misc_pos,96.38,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,df00641466a96ddb85bcb35a04c7919d,1325407041,25.78249,-98.154504,0
662,662,2019-01-01 08:40:04,4400011257587661852,"fraud_Osinski, Ledner and Leuschke",grocery_pos,101.95,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,17e156c3d3247de328c90082de7060f5,1325407204,40.658388,-98.468462,0
663,663,2019-01-01 08:40:17,213195754007681,fraud_Wolf Inc,grocery_pos,109.09,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,f94685cf4c7c5ef78f9fed2fda84fca3,1325407217,40.243789,-93.03903,0
664,664,2019-01-01 08:40:38,5456776410929288,fraud_Lockman Ltd,grocery_pos,115.3,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,dbc5bc05f8418ab3bf9320e5d6e6f132,1325407238,40.875396,-79.132198,0
665,665,2019-01-01 08:40:48,371226440126102,fraud_Donnelly PLC,misc_net,3.11,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,b31f8f254e6e157858638f87702ac97e,1325407248,38.24046,-89.930219,0
666,666,2019-01-01 08:41:43,4169388510116,fraud_Torphy-Goyette,shopping_pos,5.85,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,606db9307208cead25a390993a3e4628,1325407303,43.627128000000006,-76.203097,0
667,667,2019-01-01 08:42:04,630424987505,"fraud_Moore, Dibbert and Koepp",misc_net,7.58,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,7b78a71cd76c18505f093cbf1c1a33cc,1325407324,38.98821,-80.19840400000001,0
668,668,2019-01-01 08:42:31,4104312520615374,fraud_Kuvalis Ltd,gas_transport,74.4,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,52bf8c4c36520832ff7bfe21a60f7125,1325407351,33.011954,-116.93814,0
669,669,2019-01-01 08:44:59,676195318214,fraud_Hackett-Lueilwitz,grocery_pos,92.38,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,194d779f8f10d25f9bf8a1b44b2851df,1325407499,29.452759000000004,-95.598329,0
670,670,2019-01-01 08:45:39,4585132874641,fraud_Erdman-Kertzmann,gas_transport,56.16,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,4db5b57ad4c0297dffd76583fde6bea6,1325407539,40.39003,-94.117548,0
671,671,2019-01-01 08:45:43,341546199006537,fraud_Dickinson-Rempel,misc_pos,154.91,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,3d9aa6d05c4cf14c4af5d377e0ae4dc8,1325407543,65.336985,-165.34569,0
672,672,2019-01-01 08:46:47,2512312531485080,fraud_Hamill-Daugherty,misc_net,3.49,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",1956-10-08,e17a8a6a2da37108f6efa62e3d32b6e2,1325407607,42.789916,-83.514928,0
673,673,2019-01-01 08:47:32,6011999606625827,"fraud_Huel, Hammes and Witting",grocery_pos,101.95,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,6be6d1c94d16bac838d81e2d3ec46d3f,1325407652,40.654554,-73.49502700000001,0
674,674,2019-01-01 08:48:11,3547560454237873,"fraud_Douglas, Schneider and Turner",shopping_pos,4.62,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,53ebe4ce3dc71fdcce20d4915b97a6a0,1325407691,44.908601,-85.841895,0
675,675,2019-01-01 08:49:29,630484879808,fraud_McGlynn-Jaskolski,misc_pos,36.62,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,6458bd33847734ea1c5075edce6ef805,1325407769,35.590437,-120.030031,0
676,676,2019-01-01 08:51:00,501828204849,"fraud_Little, Gutmann and Lynch",shopping_net,6.45,Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",1958-10-26,102c2434bf2e6029bdad65ab77b997bf,1325407860,38.088182,-97.212868,0
677,677,2019-01-01 08:51:59,5359543825610251,"fraud_Schultz, Simonis and Little",grocery_pos,23.03,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,54f3698344b97743185da146970979d4,1325407919,46.288269,-111.792099,0
678,678,2019-01-01 08:52:24,2297447006766555,"fraud_Watsica, Haag and Considine",shopping_pos,1.43,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,e5be29e3a0b188721b408b58b49e1c23,1325407944,39.190083,-89.299242,0
679,679,2019-01-01 08:53:14,4586260469584,fraud_Hudson-Ratke,grocery_pos,84.04,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,a4124a63fe29428a307eb671a3f03ba3,1325407994,40.638122,-95.83434,0
680,680,2019-01-01 08:55:33,6540981358631302,"fraud_Reichert, Shanahan and Hayes",shopping_net,8.35,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,acaac4b2cdadca880229f2ebb63610be,1325408133,41.965384,-82.558646,0
681,681,2019-01-01 08:56:04,30491348102802,fraud_Smith-Stokes,misc_pos,6.75,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",1953-07-30,0f802dc8d9a301a97c8f015ab9e46237,1325408164,40.436371,-99.610796,0
682,682,2019-01-01 08:56:43,4599735407877245080,fraud_Macejkovic-Lesch,shopping_pos,2.18,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,6385abd7ba1dbcd35c5f0b1c2241c52d,1325408203,36.377785,-89.242646,0
683,683,2019-01-01 08:57:47,6506982560413523,fraud_Dickinson Ltd,misc_pos,68.37,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985-04-15,155474a480285120e72dd3a60f14d0e8,1325408267,34.149469,-93.053329,0
684,684,2019-01-01 08:58:21,341283058448499,fraud_Pagac LLC,shopping_pos,8.07,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,5cd08f7568bf60e45541e5d083c740ef,1325408301,31.536116,-84.63087900000001,0
685,685,2019-01-01 08:58:42,30407675418785,fraud_Erdman-Kertzmann,gas_transport,75.1,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,2b33059ee12def209f4dfcca0953e211,1325408322,41.594721,-76.236887,0
686,686,2019-01-01 08:58:50,4488258847705225890,fraud_Smith-Stokes,misc_pos,16.81,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,94a29ea3cd32348c40fc92c61c1b5cbf,1325408330,34.706508,-81.342384,0
687,687,2019-01-01 08:58:52,4658490815480264,"fraud_Kuhic, Bins and Pfeffer",shopping_net,3.76,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,a87c5047815aa328cf7d909270dbc550,1325408332,40.465072,-79.60525600000001,0
688,688,2019-01-01 08:59:11,581508178315,"fraud_Osinski, Ledner and Leuschke",grocery_pos,84.47,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,1978-08-08,e2ce87e0cbb08e89d71a0c1d1bee8081,1325408351,33.084562,-98.063537,0
689,689,2019-01-01 08:59:40,4681601008538160,fraud_Kling-Grant,grocery_net,62.14,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,9eee4527e25ba1114673bdf877c1dbd2,1325408380,39.139167,-81.326611,0
690,690,2019-01-01 08:59:57,374497717543058,fraud_Kunze Inc,grocery_pos,127.63,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,6a8bf509bb031b1d37f33a22930058ef,1325408397,46.382378,-100.578025,0
691,691,2019-01-01 09:01:00,3526826139003047,fraud_Mohr Inc,shopping_pos,1.51,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,6347ee5dc14f7cc643500dc062f0e2be,1325408460,43.898596000000005,-84.173846,0
692,692,2019-01-01 09:01:49,2706977570537524,fraud_Mraz-Herzog,gas_transport,72.42,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,9e3c257ebd98736fcb120e55fa2456b1,1325408509,38.684289,-82.098975,0
693,693,2019-01-01 09:02:32,4220345354880,fraud_Koss and Sons,gas_transport,84.1,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,abc5baaa9ae52009f16cbe6a62e98ed9,1325408552,42.15395,-83.681252,0
694,694,2019-01-01 09:03:15,4210078554961359092,fraud_Schamberger-O'Keefe,grocery_pos,148.1,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,f87f521574b3074d07652bdda05fdc5a,1325408595,44.611543,-123.481226,0
695,695,2019-01-01 09:03:39,2235335206132667,fraud_Hermann-Gaylord,misc_pos,2.63,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,1963-06-22,5ac81926a897c346719147c48ae59a4e,1325408619,39.624834,-83.149602,0
696,696,2019-01-01 09:04:10,2248735346244816,"fraud_Greenholt, Jacobi and Gleason",gas_transport,55.78,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,7d63fdfca3744a8677570e1efe113a07,1325408650,38.043511,-100.702796,0
697,697,2019-01-01 09:04:10,3506042666828517,fraud_Gerlach Inc,shopping_net,8.08,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,adcb78424de856726a1e4cc5bc6bcc91,1325408650,39.075677,-81.200479,0
698,698,2019-01-01 09:06:24,3558881852140592,fraud_Nader-Heller,misc_net,77.04,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957-03-28,fb7244fb7a5de4bf5644fb0b6167449d,1325408784,34.389461,-111.42367,0
699,699,2019-01-01 09:07:42,2284059275940012,fraud_Kozey-Boehm,shopping_net,8.93,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,971e1169b1246bd17f57033038bf2897,1325408862,39.165476,-84.824754,0
700,700,2019-01-01 09:07:42,4482427013979020,fraud_Stracke-Lemke,grocery_pos,131.82,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,42078e4b78783ad51a37ee52feee9861,1325408862,38.824198,-82.12289799999999,0
701,701,2019-01-01 09:08:03,4428780983793657331,fraud_Stiedemann Inc,misc_pos,107.16,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,2f00e76f0484dd50a731232b7bbeaabf,1325408883,42.970071,-87.234999,0
702,702,2019-01-01 09:08:32,3514865930894695,fraud_Hermann-Gaylord,misc_pos,17.21,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,f99eb614ec5ca802aebd68adb7d233c5,1325408912,32.280246000000005,-106.808789,0
703,703,2019-01-01 09:08:53,4452366298769043,"fraud_Lehner, Mosciski and King",misc_net,81.59,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,29e7a65b865e8366a06e064bdca3d66b,1325408933,32.446784,-97.071994,0
704,704,2019-01-01 09:09:01,4025612008285111,fraud_Rau and Sons,grocery_pos,96.11,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,1e19013e8843077fa71724312f661cc7,1325408941,41.734271,-78.671971,0
705,705,2019-01-01 09:09:15,30238755902988,fraud_Kutch LLC,gas_transport,48.69,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,7de6b52ba985f08dbb5038ce47a131c1,1325408955,30.102276,-96.450886,0
706,706,2019-01-01 09:10:14,3517814635263522,fraud_Huels-Nolan,gas_transport,44.21,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,64d57ecb9996017b31e09eedd8014921,1325409014,38.040445,-81.312281,0
707,707,2019-01-01 09:11:11,571465035400,fraud_Stamm-Rodriguez,misc_pos,31.98,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,bb79e069a78e3b394f6412ff315ff245,1325409071,43.382392,-107.956092,0
708,708,2019-01-01 09:11:36,573860193545,fraud_Pacocha-O'Reilly,grocery_pos,40.8,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,3f9e48f572864c44ff5cf456482a7568,1325409096,41.550389,-87.3182,0
709,709,2019-01-01 09:13:31,3576431665303017,fraud_Schmeler Inc,misc_pos,2.72,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,ae0616344b2cd56da54995c4a7341ebf,1325409211,33.102424,-113.031541,0
710,710,2019-01-01 09:13:33,30026790933302,fraud_Reynolds-Schinner,misc_pos,30.46,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,11fe515c0b329cb90e42aade911e7847,1325409213,32.316816,-91.195977,0
711,711,2019-01-01 09:15:42,2229824890647120,fraud_Durgan-Auer,misc_net,3.47,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,286ebfcf94d7a7d8d84fa75e846bbe44,1325409342,31.065179,-90.349458,0
712,712,2019-01-01 09:15:59,4149635823017,fraud_Trantow PLC,grocery_net,38.41,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,e349249949894586bfeda025fc855432,1325409359,34.776216999999995,-87.162726,0
713,713,2019-01-01 09:16:36,676281772837,"fraud_Koss, McLaughlin and Mayer",food_dining,37.28,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,a2fc63ac963ea3ec7d4a4b4fd21d931a,1325409396,31.787739,-83.41180899999999,0
714,714,2019-01-01 09:16:38,5596347693144598,fraud_Maggio-Fahey,misc_pos,5.15,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,5f534b3dc76ae3f186ea9a554081ced1,1325409398,29.778844,-89.399202,0
715,715,2019-01-01 09:16:46,30234966027947,fraud_Cartwright-Harris,grocery_pos,87.23,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,5752cb06d66ff80c3895528a78b1886d,1325409406,44.791197,-87.391459,0
716,716,2019-01-01 09:17:40,343819048608995,fraud_McCullough LLC,misc_pos,9.53,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,d77ea8a8711a0855a5185270bb73eec3,1325409460,42.542999,-93.368176,0
717,717,2019-01-01 09:18:25,4424338559877976,fraud_Kutch LLC,gas_transport,85.82,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,cc06508df2328030eee76c9d45901c10,1325409505,40.700708,-82.61598199999999,0
718,718,2019-01-01 09:19:21,3514865930894695,fraud_Prohaska-Murray,gas_transport,47.08,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,af4e8397ae771b8f1810708856ccdd18,1325409561,33.332359999999994,-104.835644,0
719,719,2019-01-01 09:20:24,2576709887791552,fraud_Turcotte-Halvorson,misc_pos,3.96,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,cf56c5861bb83da1e2510125f58fd2bf,1325409624,33.202001,-118.004124,0
720,720,2019-01-01 09:20:54,3587044315915002,"fraud_Terry, Johns and Bins",misc_pos,37.59,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,80017c391071b5417e6e9d03773390ef,1325409654,35.72137,-88.187926,0
721,721,2019-01-01 09:22:08,6554245334757802,"fraud_Watsica, Haag and Considine",shopping_pos,4.73,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,2b6dfcaa97388cf78bb203a62a63941d,1325409728,33.404607,-116.986619,0
722,722,2019-01-01 09:23:16,4826655832045236,"fraud_Zieme, Bode and Dooley",gas_transport,50.88,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,50152187573810b7b52dc8a3f833a19c,1325409796,41.548001,-70.405947,0
723,723,2019-01-01 09:23:55,4265776278887457,"fraud_Rippin, Kub and Mann",misc_net,1047.52,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,bb5654f0f82ace48aa6e4f45db7c64c5,1325409835,34.887449,-92.623326,0
724,724,2019-01-01 09:25:38,30131826429364,"fraud_Connelly, Reichert and Fritsch",gas_transport,57.51,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,c8c3f8fb5a4f184589050c4d168b6477,1325409938,36.269490000000005,-83.586392,0
725,725,2019-01-01 09:26:41,6544734391390261,fraud_Mraz-Herzog,gas_transport,74.41,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,71cef7b1c868d52c8897c982abd256c8,1325410001,42.169507,-86.524908,0
726,726,2019-01-01 09:27:21,630471368021,fraud_Kemmer-Reinger,grocery_net,45.1,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,d88b28b5b385db5ec6ea587636aae508,1325410041,37.174813,-87.95079799999999,0
